nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm4804876,Lillie Jacobs,-1,-1,"actress,soundtrack","tt0825283,tt1587678"
nm4807261,Kyle Chase,-1,-1,"director,writer,producer","tt14803782,tt5036780,tt2145094,tt2133174"
nm4807264,Luke Ibbetson,-1,-1,"actor,writer,producer","tt10122846,tt2133174,tt5020066,tt2237012"
nm4807677,Leonard Scheicher,1992,-1,actor,"tt15392100,tt15420964,tt5830254,tt6576556"
nm4808444,Kiyono Yasuno,1989,-1,"actress,music_department,soundtrack","tt3358020,tt2350826,tt13898164,tt3458374"
nm4815424,Emilie Verhamme,-1,-1,"director,writer,editor","tt2139753,tt2517702,tt3714932,tt5251864"
nm4816361,Marcela Iglesias,-1,-1,"actress,publicist,producer","tt10068758,tt22688938,tt2136740,tt9811354"
nm4816391,Dexter Gresh,-1,-1,editor,"tt0423770,tt10073510,tt10342912,tt13836422"
nm4817753,Amanda Maddox,-1,-1,"actress,writer,assistant_director","tt8001194,tt3951530,tt10097958,tt3170972"
nm4817891,Roberto Cavallini,-1,-1,"producer,writer,director","tt29005651,tt15509702,tt15201786,tt22816180"
nm4818582,Tammy Barboza,-1,-1,"actress,producer,writer","tt5837788,tt10037312,tt5341324,tt33484724"
nm4818970,Yuliya Shashkova,-1,-1,"director,writer","tt9869952,tt32203874,tt2142861,tt14577922"
nm4819100,Takahiro Ochi,-1,-1,actor,"tt15842080,tt10092736,tt11656584,tt1927041"
nm4819628,Viktoriya Nesterenko,-1,-1,"casting_director,casting_department,miscellaneous","tt2144155,tt15313994,tt4285198,tt19818812"
nm4820589,Tad Munnings,-1,-1,"producer,cinematographer,director","tt3891660,tt32146623,tt2145693,tt10040610"
nm4822033,Kelly Oxford,-1,-1,"writer,actress,director","tt1243974,tt10095308,tt3521126,tt2387557"
nm4825033,Tereza Kamenicka,-1,-1,"actress,producer,assistant_director","tt6235154,tt2150487,tt10066808"
nm4825446,Lucy Harrigan,-1,-1,"actress,producer,assistant_director","tt10066808,tt6235154,tt2150487"
nm4825499,Ben Violet,-1,-1,"composer,music_department,stunts","tt7124904,tt6045466,tt4428714,tt14949634"
nm4825521,David Monard,-1,-1,actor,"tt10066808,tt2150487,tt7781874"
nm4827147,Sylwester Piechura,1987,-1,"actor,writer,art_director","tt33480545,tt27762055,tt10132068,tt2056501"
nm4827781,Anna Palenchuk,-1,-1,"producer,writer","tt8178634,tt11771626,tt27531514,tt5884834"
nm4828091,Harsha Setty,1988,-1,"writer,animation_department,editor","tt2176052,tt3655682,tt10083986,tt2208004"
nm4832407,Igor Parfenov,-1,-1,"producer,director,writer","tt5456458,tt2160063,tt2158441,tt5647312"
nm4833375,Ellen Slusarchi,1980,-1,"actress,production_designer","tt3420848,tt2160063,tt2158441,tt37245948"
nm4834416,Ona Carbonell,1990,-1,actress,"tt33029688,tt9427166,tt10916366,tt7763924"
nm4835724,Scott Christianson,-1,-1,"director,producer,camera_department","tt33998879,tt35310049,tt6521964,tt6865720"
nm4835867,Honor Kneafsey,2004,-1,"actress,soundtrack,archive_footage","tt1869347,tt5198068,tt3127022,tt2245003"
nm4836232,Ray Whelan,-1,-1,"actor,producer,stunts","tt7909204,tt13342558,tt12811368,tt10270416"
nm4842108,Bartlomiej Kotschedoff,1987,-1,"actor,writer,archive_footage","tt6147260,tt6164644,tt6028890,tt4048942"
nm4842375,Hayley Feinstein,-1,-1,actress,"tt3682448,tt10003978,tt1492966,tt1601975"
nm4842796,Elizabeth Cullen,-1,-1,producer,"tt14820460,tt3239154,tt3793648,tt32655751"
nm4844181,Anna Drubich,1984,-1,"composer,music_department,actress","tt15791034,tt14536120,tt17041964,tt0403726"
nm4846867,Ariel Loh,-1,-1,"composer,music_department,sound_department","tt5225338,tt15389898,tt8773420,tt14153236"
nm4847630,Ivo Filatsch,-1,-1,"producer,writer,director","tt0083452,tt6733474,tt2230619,tt6628304"
nm4851006,Anastázie Chocholatá,2000,-1,actress,"tt8970388,tt10262712,tt30490537,tt5459168"
nm4851020,Miles J. Harvey,-1,-1,"actor,soundtrack","tt4225622,tt3203616,tt10055546,tt3203620"
nm4852023,Igor Savychenko,1974,-1,"producer,writer,production_manager","tt3037582,tt7133202,tt1667354,tt10014838"
nm4852487,Mario Parruccini,-1,-1,"director,cinematographer,writer","tt30105830,tt30325503,tt11704342,tt2235336"
nm4852679,Bhushan Pradhan,-1,-1,actor,"tt14773818,tt31322372,tt4654964,tt33384716"
nm4853354,Aditya Sarpotdar,-1,-1,"director,writer,costume_designer","tt27995594,tt7458920,tt4373868,tt10011102"
nm4853585,Lyubava Greshnova,1988,-1,actress,"tt8721954,tt10097664,tt10048376,tt6749816"
nm4855119,Hwang Chan-sung,1990,-1,actor,"tt8242904,tt15809802,tt5218854,tt6720154"
nm4855328,Jonathon Deering,-1,-1,"music_department,composer,actor","tt9285882,tt8041270,tt1630029,tt5113044"
nm4855597,Asia Dér,1985,-1,"assistant_director,director,sound_department","tt12216968,tt19846046,tt11405262,tt2185475"
nm4856427,Sumit Batheja,-1,-1,"writer,assistant_director","tt13131232,tt7529298,tt10083640,tt13449624"
nm4856433,Jasmin Mattei,-1,-1,actress,"tt32204858,tt8575428,tt6276768,tt34425024"
nm4856970,Ayten Amer,1986,-1,actress,"tt38779739,tt20124778,tt4370382,tt14544588"
nm4858550,Sophie Verbeeck,-1,-1,"actress,writer,music_department","tt13789254,tt3817962,tt13528092,tt26690342"
nm4861406,Adalberto Lombardo,-1,-1,"editor,director,producer","tt33342505,tt10077592,tt15474788,tt35437310"
nm4861843,Natalie Duran,-1,-1,"producer,actress,archive_footage","tt2075341,tt10097958,tt6206054,tt2455508"
nm4866218,Erick Sasso,-1,-1,"director,producer,editor","tt30144324,tt28796100,tt31927963,tt11482084"
nm4868245,Héctor Romance,-1,-1,"assistant_director,writer,director","tt9482356,tt10140014,tt6079382,tt8509526"
nm4868464,Latrice Royale,1973,-1,"actress,make_up_department,soundtrack","tt38128726,tt27123313,tt4807950,tt1363124"
nm4868981,Manami Numakura,-1,-1,"actress,music_department,soundtrack","tt9679542,tt3563898,tt33175825,tt3837246"
nm4869202,Jose Francis Icay,-1,-1,"production_designer,art_director,actor","tt5586250,tt10107882,tt2529232,tt6271180"
nm4870412,Carlos Mauricio,-1,-1,"cinematographer,camera_department,actor","tt16377714,tt6259946,tt11261112,tt8060640"
nm4870907,Len Calvo,-1,-1,"composer,music_department,actress","tt8835552,tt33448091,tt34140719,tt10795144"
nm4871175,Lee Pollero,-1,-1,"actor,writer,camera_department","tt2396557,tt2338398,tt6335628,tt5737876"
nm4874640,Joseph Restaino,-1,-1,"producer,actor","tt11003218,tt27977862,tt8893974,tt31450182"
nm4875862,Francis Vogner Dos Reis,-1,-1,"writer,actor,director","tt14963434,tt35081943,tt2210527,tt7618754"
nm4877001,Ryô Yoshizawa,1994,-1,actor,"tt2519428,tt2074027,tt2084868,tt2210717"
nm4879716,Tim Stirzaker,-1,-1,"director,producer,miscellaneous","tt14055190,tt26548545,tt10115840,tt35931200"
nm4884005,Senthikumari Rathinakumar,-1,-1,actress,"tt6485666,tt2690596,tt4701646,tt8023734"
nm4884585,Romil Modi,-1,-1,"casting_director,actor,assistant_director","tt21626284,tt10741542,tt13022984,tt29553641"
nm4884966,L.J. Waters,-1,-1,casting_director,tt0770819
nm4885128,Donna Laemmlen,-1,-1,"writer,producer,miscellaneous","tt23746426,tt10097958,tt4053976,tt4500678"
nm4886752,Ajay Ghosh,-1,-1,"actor,writer","tt9389998,tt16539454,tt7392212,tt15081946"
nm4887898,German Dyukarev,-1,-1,director,"tt3365734,tt10066788,tt13164298,tt3748668"
nm4888368,Arjo Atayde,-1,-1,"actor,producer,soundtrack","tt5938084,tt23182472,tt10091652,tt0399989"
nm4890689,Mostafa Prokash,1988,-1,"editor,actor,miscellaneous","tt27416706,tt31251433,tt10122618,tt36982387"
nm4892618,Mikael Sladden,-1,-1,"actor,director,producer","tt24067422,tt10011228,tt23828902,tt2408056"
nm4892822,Madhumati Ghatak,-1,-1,actress,"tt10092762,tt0237036"
nm4893189,Rajeev Nayar,-1,-1,"art_director,production_designer","tt1579806,tt1649431,tt1603362,tt2846134"
nm4893268,Arthur Manukyan,-1,-1,"actor,director","tt8530866,tt11355352,tt5313884,tt10048376"
nm4894666,Ippolita Baldini,-1,-1,actress,"tt15517516,tt4172042,tt1577104,tt30832351"
nm4895241,Taishi Murata,1982,-1,actor,"tt2591814,tt2122656,tt3124992,tt3544556"
nm4896259,Aaron Strand,-1,-1,"actor,director,writer","tt31314005,tt3476548,tt28273987,tt13468546"
nm4899817,Jennifer 8. Lee,1976,-1,producer,"tt13109732,tt30180830,tt3212026,tt4169146"
nm4900329,Kim Hien,1982,-1,actress,"tt2187149,tt12042200,tt3786292,tt10075508"
nm4901806,Huwaida Arraf,-1,-1,\N,"tt2626480,tt11142716,tt10004118,tt0400998"
nm4902947,Colleen Kelly,-1,-1,"actress,producer","tt22802694,tt8874362,tt9713768,tt1219024"
nm4902968,Jiyeon Song,-1,-1,"production_designer,producer,director","tt0762073,tt2705220,tt4430992,tt33084707"
nm4904466,Riopy,-1,-1,"composer,music_department,soundtrack","tt0810819,tt7920500,tt8940022,tt3110960"
nm4906779,Sheilah Munger,-1,-1,"director,production_designer,actress","tt7988464,tt14537248,tt7988412,tt3175798"
nm4907433,Schneebeli Sandro,-1,-1,composer,"tt2248981,tt26897963,tt2262125,tt10056564"
nm4907463,Frederick Williams,-1,-1,"actor,producer","tt2249157,tt3677840,tt5673828,tt10060386"
nm4908007,Özgün Çoban,1985,-1,actor,"tt30323549,tt5923410,tt2154843,tt12580734"
nm4908017,Tiphaine Sintes,-1,-1,"writer,director,producer","tt10058254,tt10011146,tt10109724"
nm4911131,Nadir Bouhmouch,1990,-1,"director,writer,cinematographer","tt10074458,tt2172548,tt2726922,tt7254430"
nm4913456,Dean Blechman,-1,-1,"producer,actor","tt1588886,tt3829844,tt10081728"
nm4913717,Sean Samuels,-1,-1,"actor,sound_department,camera_department","tt5571280,tt0364845,tt4688294,tt13293678"
nm4914976,Cosmina Stratan,1984,-1,"actress,producer,soundtrack","tt2258281,tt7356132,tt5013688,tt13056008"
nm4918369,Adrian Allan,-1,-1,actor,"tt10100128,tt2752324,tt38127595,tt10152036"
nm4918786,Rorke Denver,-1,-1,actor,"tt1591479,tt10078502,tt5546352,tt2169245"
nm4918945,Eva Notty,1982,-1,"actress,archive_footage","tt13982416,tt8230688,tt5238754,tt6118178"
nm4918989,Hakeem Sharif,-1,-1,actor,"tt8272852,tt21967918,tt29372726,tt4471036"
nm4920471,Speech Thomas,-1,-1,"actor,director,writer","tt9187832,tt10021622,tt2106392,tt32016594"
nm4920741,Rory J Saper,1996,-1,"actor,producer,soundtrack","tt0918940,tt13309170,tt5034212,tt36116677"
nm4922777,Josep Maria Queraltó,-1,-1,\N,"tt10107594,tt0390699,tt3185588"
nm4924744,Sebastião Formiga,-1,-1,actor,"tt2190367,tt10021754,tt3912238,tt13704430"
nm4924897,Hayden Hillier-Smith,-1,-1,"editor,cinematographer,producer","tt33454687,tt31630222,tt18951868,tt10081596"
nm4925834,Cara Theobold,1990,-1,actress,"tt1606375,tt6038584,tt6794990,tt1677720"
nm4926324,Nina Stratford,-1,-1,"actress,archive_footage","tt3827540,tt0902292,tt10752356,tt0088512"
nm4927337,Lynn Rafferty,-1,-1,"actress,writer,producer","tt27712663,tt14019192,tt3230854,tt21822590"
nm4927380,Giovanni Battista Origo,1988,-1,"director,writer,producer","tt10168870,tt8914662,tt7955830,tt10023640"
nm4927967,Maéva Ranaïvojaona,-1,-1,"producer,director,writer","tt12363494,tt2343459,tt4602876,tt30192270"
nm4927973,Mason Heidger,-1,-1,"actor,director,producer","tt2975590,tt2805096,tt8693992,tt31596905"
nm4928056,Jessica Winteringham,-1,-1,"producer,miscellaneous","tt4553422,tt3277670,tt10098134,tt0883772"
nm4928073,Bill Batson,-1,-1,archive_footage,"tt10036868,tt1546381"
nm4928971,Pam Miller,-1,-1,"producer,director,writer","tt0346254,tt35138496,tt23690584,tt27405984"
nm4934471,Piotr Witkowski,1988,-1,"actor,writer,soundtrack","tt32245002,tt11369540,tt10131762,tt2113820"
nm4934903,Prarthana Behere,-1,-1,"actress,soundtrack","tt1955036,tt5638474,tt4580794,tt11779744"
nm4936279,Lumina Wang,-1,-1,"actress,set_decorator","tt12708658,tt6217122,tt8399088,tt34257047"
nm4936533,Qausar Harta Yudana,-1,-1,actor,"tt10300710,tt28614648,tt8955234,tt15359144"
nm4936562,Anggi Frisca,-1,-1,"cinematographer,director,camera_department","tt22136838,tt6574480,tt10178422,tt7215548"
nm4936923,Paulita Pappel,1987,-1,"actress,producer,director","tt33372835,tt6447956,tt3859320,tt13198896"
nm4937357,Nicolò Mazza de Piccioli,-1,-1,"writer,director,assistant_director","tt3861086,tt2287947,tt5504612,tt4205506"
nm4938422,Aakash Pandey,-1,-1,"actor,writer,assistant_director","tt10083340,tt2150177,tt2300165,tt0338959"
nm4938470,Abdel Moneim Amyri,1970,-1,"actor,writer","tt7035576,tt4588194,tt32633627,tt19881322"
nm4940278,Joana Ribeiro,1992,-1,actress,"tt1318517,tt6654210,tt21433150,tt10758074"
nm4940341,Brecht Goyvaerts,-1,-1,"cinematographer,camera_department","tt26743414,tt10840070,tt6519410,tt15510352"
nm4940642,Thony,-1,-1,"actress,composer,soundtrack","tt2290789,tt9872556,tt14508984,tt8792882"
nm4940671,Hanley Zheng,-1,-1,"camera_department,cinematographer","tt4553970,tt2767366,tt2766536,tt3211576"
nm4940812,Bavan Sreekumar,-1,-1,"editor,editorial_department","tt1400365,tt10345546,tt0920457,tt5892746"
nm4941339,Rob Kelly,-1,-1,"casting_director,casting_department,soundtrack","tt16156616,tt22863968,tt21326904,tt26426076"
nm4941738,Sruthi Hariharan,1989,-1,"actress,producer,make_up_department","tt6409272,tt9084890,tt4909506,tt7726074"
nm4942175,Izzal Peterson,-1,-1,"composer,music_department","tt5305352,tt31022272,tt2293003,tt27648500"
nm4942787,Lollusabha Manohar,-1,-1,actor,"tt1965272,tt3949626,tt2614032,tt4448372"
nm4945396,Harish Kalyan,1990,-1,"actor,music_department,soundtrack","tt8208098,tt11947256,tt27007466,tt11143480"
nm4945921,Saayoni Ghosh,1993,-1,"actress,music_department","tt6139026,tt4948632,tt10016646,tt4982992"
nm4945944,Upal Sengupta,-1,-1,"music_department,composer,actor","tt14506948,tt4365506,tt8364106,tt2137710"
nm4946296,Tim Clarke,-1,-1,"actor,writer","tt2375720,tt3577058,tt2298264,tt9447266"
nm4946449,Kathleen Killian Fernandez,-1,-1,"writer,producer,actor","tt10731118,tt10144298,tt6000286,tt2633640"
nm4946867,Rachel Riendeau,-1,-1,"director,make_up_department,actress","tt3525602,tt5635138,tt2838392,tt1954071"
nm4950947,Erin Ownbey,-1,-1,"actress,producer","tt5071412,tt13966962,tt4288182,tt31038430"
nm4954964,Theresa Hayes,-1,-1,"producer,director,transportation_department","tt10078886,tt4276736,tt2305709"
nm4955111,Tola Olatunji,-1,-1,"producer,director,writer","tt22802132,tt12793794,tt4948888,tt8883238"
nm4955688,Christopher Aguilasocho,-1,-1,"actor,miscellaneous","tt3571894,tt2306495,tt10106082,tt8986656"
nm4955794,Raman Atre,-1,-1,actor,"tt15500608,tt27996020,tt2306721,tt2530762"
nm4957233,Aisling Franciosi,-1,-1,"actress,soundtrack","tt14852624,tt27534307,tt4068576,tt10375396"
nm4958653,Anthony Kelly,-1,-1,"editor,director,miscellaneous","tt10098040,tt2015298,tt2310167,tt5768316"
nm4959292,Arabella Landrum,-1,-1,actress,"tt10065694,tt4120762,tt1863201,tt12707086"
nm4959322,Federica Bologna,-1,-1,"set_decorator,production_designer,art_department","tt1034415,tt1325723,tt2296835,tt2865802"
nm4962765,Sam Erdmann,-1,-1,"cinematographer,camera_department,producer","tt3313038,tt10101810,tt19355556,tt9527682"
nm4963380,Tommy Gulliksen,-1,-1,"director,writer,producer","tt35671816,tt11610378,tt2410424,tt7577560"
nm4965088,Carrie Alexander,-1,-1,"actress,music_department","tt3920596,tt2712740,tt1266020,tt1830491"
nm4965529,Gibran Bazan,1972,-1,"writer,director,editor","tt3147546,tt10096850,tt4429814,tt31727846"
nm4965531,Dylan Hansen-Fliedner,-1,-1,"editor,producer,editorial_department","tt3924448,tt11823076,tt29247137,tt10050782"
nm4965649,Ingmar Montes,-1,-1,"cinematographer,editor,producer","tt4429814,tt7709174,tt10204362,tt10096850"
nm4965863,Ralph Gladitz,-1,-1,"director,writer,producer","tt10135852,tt15321952,tt11274898,tt24132586"
nm4966030,Ajay Jethi,-1,-1,"actor,director,writer","tt19732682,tt6468322,tt0475464,tt3713824"
nm4967881,Tyler Strickland,-1,-1,"composer,music_department,soundtrack","tt26683420,tt35521703,tt35617850,tt21357608"
nm4967924,Karoline Henkel,1987,-1,"producer,miscellaneous","tt14456288,tt15212908,tt10116488,tt2622156"
nm4970943,Pratima Chakraborty,-1,-1,actress,"tt0290448,tt8666032,tt0244158"
nm4972660,Manuel Stettner,-1,-1,"editor,director,producer","tt3463230,tt36693089,tt28235995,tt2325795"
nm4974395,Lance De Los Santos,-1,-1,"actor,director","tt3116674,tt5226358,tt5342646,tt3577196"
nm4975360,Shweta Tripathi,1985,-1,"actress,producer","tt4635372,tt6473300,tt2361746,tt12567088"
nm4977122,Owen Teague,1998,-1,"actor,miscellaneous","tt1396484,tt7349950,tt3520702,tt2085059"
nm4979160,Peter Lewis,-1,-1,"producer,production_manager","tt0805837,tt4196822,tt35494557,tt9557812"
nm4982036,Jonah Stern,-1,-1,"director,producer,cinematographer","tt10037560,tt3036234,tt6156590,tt2336261"
nm4984321,Noel DeMello,-1,-1,"producer,actor,sound_department","tt4251320,tt12792158,tt9372388,tt13434184"
nm4984748,Riccardo Leonelli,-1,-1,"actor,writer,producer","tt11722732,tt3997248,tt5263880,tt5503592"
nm4986624,Andrej Kolencik,1984,-1,"writer,director,producer","tt2958398,tt33293413,tt10038826,tt2342145"
nm4987678,Indira Tiwari,1992,-1,"actress,make_up_department","tt37971109,tt10083340,tt10230414,tt10330110"
nm4988924,Dennis Kamitz,-1,-1,actor,"tt0940902,tt4211916,tt5931020,tt10116488"
nm4989794,Keith Musil,-1,-1,"director,editor,writer","tt35934900,tt10011324,tt13275492,tt2343693"
nm4991764,Genia Sophie Krassnig,-1,-1,"producer,writer,production_department","tt2347333,tt11329064,tt4378376,tt3026488"
nm4992664,Chota k Prasad,-1,-1,"editor,editorial_department","tt23460884,tt7759320,tt21989120,tt3142764"
nm4994151,Yves Flores,1994,-1,actor,"tt10965300,tt12132812,tt10044182,tt0399989"
nm4996064,Subash Koirala,-1,-1,"director,writer,casting_director","tt10021478,tt6453622,tt2353801,tt7243914"
nm4996838,Sergio Blanco,-1,-1,"animation_department,writer,director","tt10120830,tt2354243,tt10275046,tt11992456"
nm4998103,Myrtle Sarrosa,1994,-1,"actress,producer,soundtrack","tt2103948,tt6884318,tt0399989,tt6155146"
nm4999384,Qian Yu,-1,-1,"actor,producer,archive_footage","tt10066162,tt8443556,tt7131870,tt10147284"
nm4999825,Moritada Ishû,-1,-1,"cinematographer,camera_department","tt10101166,tt2357293,tt3661696,tt3018064"
nm5000213,Binlong Pan,-1,-1,actor,"tt9282616,tt28258332,tt5290882,tt31646586"
nm5002640,Petite,-1,-1,"actor,writer","tt15545540,tt32206574,tt2529956,tt12900966"
nm5003410,Gary Bland,1961,-1,"actor,miscellaneous",tt10776700
nm5005952,Firas Sameer,-1,-1,"director,producer,editor","tt2363039,tt7555504,tt14224684,tt10264382"
nm5006536,Mauricio Novelo,-1,-1,"director,cinematographer,camera_department","tt10034256,tt2363533,tt5049580,tt26681218"
nm5006650,Gözde Koyuncu,-1,-1,"cinematographer,camera_department,miscellaneous","tt16163746,tt35825882,tt31027788,tt6282098"
nm5008071,Kapil Gopalakrishnan,-1,-1,"editor,actor","tt2568760,tt4561260,tt9390190,tt5872502"
nm5009378,Katelyn Studer,-1,-1,"actress,costume_department,costume_designer","tt10090742,tt6465826,tt4517562,tt4387776"
nm5011663,Tina Hobbs,-1,-1,"producer,casting_director,casting_department","tt2915412,tt4515408,tt5308700,tt33459343"
nm5012710,Nino Machaidze,-1,-1,actress,"tt2368957,tt8060678,tt21798588,tt13899292"
nm5014011,Andrey Titov,-1,-1,actor,"tt3291784,tt2367697,tt1386956,tt10014838"
nm5015340,Gerard Cordero,-1,-1,"actor,producer,stunts","tt2249007,tt3749900"
nm5015407,Chakorn Chaiprecha,-1,-1,"writer,editor,director","tt35875750,tt2372351,tt30137505,tt21801026"
nm5018034,Martin Furulund,-1,-1,actor,"tt5157290,tt1001520,tt3578632,tt4179452"
nm5018048,Carlos Nuñez,-1,-1,"producer,cinematographer,director","tt5538670,tt9015532,tt6483258,tt4426842"
nm5018360,Swasika Vijay,1991,-1,actress,"tt13270388,tt27007466,tt31945132,tt15816392"
nm5020110,Mitsuhiro Ogata,-1,-1,"producer,production_department,miscellaneous","tt2575684,tt7222086,tt12052708,tt10736506"
nm5022138,Kira Ivanoff,-1,-1,"producer,writer,assistant_director","tt3086862,tt10099160,tt8885914,tt6249600"
nm5023462,Chad Brownlee,-1,-1,"actor,composer,soundtrack","tt2257816,tt10102080,tt10985432,tt2247361"
nm5025402,Jay Hatfield,-1,-1,"writer,producer,actor","tt37263722,tt10035194,tt28833451,tt1529338"
nm5025409,Billy Chaser,1978,2025,"writer,editor,director","tt37263722,tt10035194,tt3777146,tt19414026"
nm5025451,Travis Langley,-1,-1,\N,"tt1161976,tt14668732,tt8522216,tt6799638"
nm5027713,Lourenço Mimoso,-1,-1,actor,"tt9046038,tt2692808,tt10031940,tt9540344"
nm5032239,Joyce Franrenet,-1,-1,"actress,director","tt14129582,tt11437780,tt13808684,tt2306830"
nm5034304,Dane Keil,-1,-1,"director,producer,writer","tt9425000,tt9563334,tt3903272,tt10030150"
nm5035099,Halyna Hutchins,1979,2021,"cinematographer,camera_department,production_department","tt8971156,tt4917526,tt3027716,tt1226240"
