nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm10824768,Martin Mesnier,-1,-1,actor,"tt10132976,tt11068166,tt14302518,tt33022368"
nm1082477,Omar Sy,1978,-1,"actor,producer,writer","tt1675434,tt0369610,tt1877832,tt3371366"
nm10825218,Natalie Goodes,-1,-1,producer,"tt14358202,tt10010368"
nm10825225,Anjelica Maria Daskarolis,-1,-1,actress,tt10045688
nm10826558,Maitreyi Ramakrishnan,2001,-1,"actress,soundtrack,archive_footage",tt31956415
nm10828290,Jonathan Wilson,-1,-1,actor,"tt38066457,tt27712304,tt10121372"
nm10828988,Adam Banaszek,-1,-1,\N,tt10133296
nm10828995,Antonina Zabinska,1908,1971,archive_footage,\N
nm10828996,Jan Zabinski,1897,1974,archive_footage,\N
nm10829031,Karol Wozbinski,-1,-1,producer,"tt9495122,tt10133296,tt12877334"
nm10829234,Yui Kôchi,-1,-1,composer,"tt10110180,tt34230221"
nm10831923,Marijoy Valenzuela,-1,-1,"writer,miscellaneous",tt10050274
nm10832220,Mostafa Elezali,-1,-1,actor,"tt10176320,tt10050274,tt36473589,tt36459610"
nm10834222,Keeli Wheeler,-1,-1,actress,tt10008784
nm1083522,Tom Denison,-1,-1,"producer,miscellaneous","tt2354651,tt12244950,tt37171214,tt10115436"
nm10836436,Eduardo Galeazzi,-1,-1,actor,"tt15657464,tt34925790,tt10038660,tt11940982"
nm10838929,Bernard Sandalow,-1,-1,actor,tt0279481
nm10838933,Vivian Angelini,-1,-1,casting_director,tt0279481
nm10838939,Emily Cosmo Grimes,-1,-1,"visual_effects,editor",tt0279481
nm10838941,Nicole Possert,-1,-1,producer,tt0279481
nm10840738,Vishal Kumar,-1,-1,actor,tt10038708
nm10840739,Sonia Kontham,-1,-1,producer,tt10038708
nm10840740,Alisha Hussain,-1,-1,producer,tt10038708
nm10840760,Alisha Hussain,-1,-1,producer,tt10038708
nm10843276,Leire Ariz,-1,-1,"writer,producer,assistant_director","tt10657034,tt36984774,tt10028772,tt37436912"
nm10846418,Shirley Corbin,-1,-1,actress,"tt33037888,tt28603339,tt14960784,tt10622708"
nm10847437,Chiara Lee,-1,-1,composer,"tt34876973,tt29919910,tt13308232,tt10661340"
nm10847979,Han Dong-ho,-1,-1,director,"tt13034500,tt10098112"
nm1084922,Ana Begic Tahiri,1979,-1,actress,"tt3856016,tt2486856,tt0991351,tt1383444"
nm10852577,Finley Sebastian Pearson,-1,-1,actor,"tt9472532,tt10077034,tt8400758"
nm10854791,Latifa Isirgan,-1,-1,actress,"tt13617604,tt10123970,tt12138528,tt11654328"
nm10854977,Alischa Brocke,-1,-1,actress,tt10137324
nm10856158,Louisa Beal,-1,-1,"actress,transportation_department",tt10125752
nm10857346,Neal Cabanos,-1,-1,actor,"tt10141026,tt10720248,tt19402552,tt27516467"
nm10857479,Umer Aalam,-1,-1,actor,"tt14992864,tt30387818,tt34152138,tt7592758"
nm10859388,Robert Gonzales,-1,-1,actor,tt10111180
nm10863257,Zoé Arnao,-1,-1,"actress,soundtrack","tt13848804,tt21379326,tt26923135,tt15321160"
nm10870041,Eleuterio Pascual,-1,-1,\N,tt10098340
nm10870042,Josefa Pastrana,-1,-1,\N,tt10098340
nm10870044,Aurora Pascual,-1,-1,\N,tt10098340
nm10870605,Nina Holley,-1,-1,actress,"tt13991454,tt28620678,tt13167334,tt10038028"
nm10871679,Vishnu Narayanan,-1,-1,editor,"tt10081134,tt9289454"
nm10872392,Fleur Calder,-1,-1,"production_designer,art_department,miscellaneous","tt12060172,tt14157332,tt13712126,tt14045614"
nm10878814,Suvojit Roy,-1,-1,writer,tt10122618
nm10879335,Elvin Altman,-1,-1,producer,"tt9054528,tt10732682,tt33309797,tt17320304"
nm10879927,Bhupindder Bhoopii,-1,-1,actor,"tt2338151,tt2077833,tt0422091,tt0813540"
nm10880787,Daniel Coleman,-1,-1,actor,tt10037312
nm10880834,Beverly Brennan,-1,-1,actress,"tt27694684,tt3247286,tt10010852,tt33014562"
nm10882308,Patrik Schmidt,-1,-1,writer,tt10137324
nm10882593,Jim Gordon,-1,-1,producer,"tt23395814,tt10083934"
nm10882594,Donald Johnson,-1,-1,\N,tt10083934
nm10883042,Marianne Billones,-1,-1,"miscellaneous,casting_director,casting_department","tt17329616,tt21807688,tt17043652,tt6214706"
nm10884052,Troy F. Robinson,-1,-1,actor,tt10108074
nm1088493,Ricardo Gómez,1994,-1,"actor,director,writer","tt11579538,tt0302447,tt13347046,tt5594406"
nm10888936,Kristen Booth,-1,-1,actress,"tt10064134,tt13227410,tt10768194"
nm10890077,Verrokco Jones,-1,-1,actor,"tt15785792,tt28002547,tt15089900,tt17061226"
nm1089063,Argyris Bakirtzis,1947,-1,"music_department,actor,composer","tt0300957,tt15894440,tt0257629,tt0237541"
nm10891466,Hasini,-1,-1,actress,tt10017460
nm10893303,Harshita Panwar,-1,-1,actress,"tt10133528,tt8908028,tt28455771,tt9089504"
nm10893402,Ambadi,-1,-1,actor,tt10002654
nm10895071,Jocelin Cledan,-1,-1,actress,tt10037312
nm10895287,Chris Cook,-1,-1,"art_director,production_designer",tt10016640
nm1089569,Rebecca Drysdale,-1,-1,"writer,producer,actress","tt1981558,tt0439572,tt17013424,tt2390361"
nm10897073,Prashaant Sharma,-1,-1,"production_manager,producer,casting_director","tt9856130,tt13696058,tt10017956,tt32889642"
nm10897654,Ryan Anderson Lopez,-1,-1,"actor,miscellaneous,sound_department","tt7068946,tt6968614,tt2953050,tt7053188"
nm1089991,Tom Hiddleston,1981,-1,"actor,producer,soundtrack","tt0848228,tt0800369,tt1981115,tt3501632"
nm1090456,Jason Loftus,-1,-1,"casting_department,casting_director,producer","tt21638826,tt10155688,tt28013708,tt1045658"
nm10905916,Kapil Kamble Gudsurkar,-1,-1,"actor,archive_footage","tt9841876,tt7336774,tt22264658,tt10033852"
nm1090815,Ross O'Hennessy,-1,-1,"actor,director,writer","tt0944947,tt4218618,tt2094262,tt2733252"
nm10908345,Pablo Antonaya,-1,-1,actor,tt10075650
nm10910652,Sarah Hague,-1,-1,composer,"tt10152036,tt10081574,tt10930176,tt10975412"
nm1091273,Yogendra Singh,-1,-1,"director,writer,assistant_director","tt0476791,tt10914342,tt0264210,tt1395023"
nm10914110,Natali Chavez,-1,-1,actress,"tt10110614,tt10806630,tt37363959,tt26759699"
nm1091444,Uygar Tamer,1971,-1,actress,"tt0830515,tt26612950,tt5765988,tt6276768"
nm1091578,Harika Uygur,1968,-1,"casting_director,casting_department,assistant_director","tt3966404,tt0384116,tt6139732,tt0347048"
nm1092088,Kent Harper,-1,-1,"actor,producer,writer","tt0409345,tt1762270,tt4507574,tt0311862"
nm10922093,Alexander Kalushkin,-1,-1,"producer,actor","tt11815960,tt23805904,tt22092834,tt12425868"
nm1092227,Sienna Miller,1981,-1,"actress,miscellaneous,producer","tt1046173,tt2179136,tt2503944,tt0375912"
nm10922637,Luís García Sánchez,-1,-1,cinematographer,tt10126858
nm10922836,Angelika Rainer,-1,-1,\N,"tt10826186,tt10077458,tt11003514,tt35286926"
nm10923929,Lidia Geca,-1,-1,actress,tt10036406
nm10923932,Jon Krasniqi,-1,-1,actor,tt10036406
nm10923933,Ruben Krasniqi,-1,-1,actor,tt10036406
nm10923935,Haki Kika,-1,-1,actor,tt10036406
nm10923936,Fazli Monina,-1,-1,actor,tt10036406
nm10923938,Sara Meyer,-1,-1,"producer,editor,director","tt10036406,tt10879020,tt10871390,tt27923202"
nm10924459,Francisco Bravo,-1,-1,\N,tt10098340
nm10924460,Guadalupe Maqueda,-1,-1,\N,tt10098340
nm10925763,Aaron Castillo,-1,-1,actor,tt10141026
nm10925764,Sterling Beard,-1,-1,actor,"tt10141026,tt3176958,tt0443501,tt10670754"
nm10927940,Angela Temelkova,-1,-1,actress,"tt10063192,tt11537880,tt12672806"
nm10928234,Aidan Armstrong,-1,-1,actor,"tt10012002,tt14570572,tt10838116"
nm10928868,Anil Bhaskar,-1,-1,actor,tt10002654
nm10928870,Aleena Allu,-1,-1,actress,tt10002654
nm10928877,Ali,-1,-1,actor,tt10002654
nm10930514,Jude Thomas,-1,-1,actor,tt10102080
nm10932472,Gabriela Abigail,-1,-1,actor,tt10053058
nm10933052,Tyler Gee,-1,-1,actor,tt10005250
nm10933880,Vincent Goodyer,-1,-1,"composer,music_department","tt29343883,tt16343844,tt10011402"
nm10933881,Adit Gauchan,-1,-1,"composer,music_department",tt10011402
nm10935303,Ivan Dimitrov,-1,-1,"director,editor,producer","tt10799616,tt38040655,tt1909015,tt10102408"
nm10936397,Jayakrishnan M.,-1,-1,production_designer,tt10136880
nm10936399,Thasreeq Abdul Salam,-1,-1,writer,tt10136880
nm10938966,Imtiaj Haque,-1,-1,actor,tt10080924
nm1093951,Aaron Taylor-Johnson,1990,-1,"actor,writer,music_department","tt4550098,tt1266029,tt1250777,tt1650554"
nm10941771,Isabel Ortega,-1,-1,\N,tt10098340
nm10941772,Lola Gómez,-1,-1,\N,tt10098340
nm10941773,Mariano Carro,-1,-1,\N,tt10098340
nm10941774,José Antonio Gómez,-1,-1,\N,tt10098340
nm10941777,Ricardo Gómez,-1,-1,\N,tt10098340
nm10942748,Prajeev Sathyavarthan,-1,-1,producer,"tt31214779,tt10019402,tt12631654"
nm10943995,Kendal Moseley,-1,-1,actress,"tt13167334,tt15089900,tt10054604,tt20199314"
nm10945307,Hélio Beltrão,-1,-1,\N,"tt10135068,tt29964821,tt18546430,tt21482408"
nm10945309,Luiz Philippe de Orléans e Bragança,-1,-1,miscellaneous,"tt29964821,tt19798740,tt21081892,tt19885202"
nm1095205,Claudio Beiza,-1,-1,"cinematographer,camera_department,director","tt1554426,tt8072078,tt5020480,tt4441186"
nm1095227,David Benassayag,-1,-1,actor,"tt0304780,tt0353996,tt10077594"
nm10958322,Petar Hektorovic,-1,-1,writer,tt10127760
nm10958482,Lucín Poveda,-1,-1,actor,tt10077544
nm10958897,Johanna Adde-Dahl,-1,-1,actress,"tt10004108,tt37540132"
nm10960677,Giuseppe Capodicasa,-1,-1,actor,"tt10112020,tt15856106,tt38722709"
nm10960678,Salvatore Bartolotta,-1,-1,actor,tt10112020
nm1096108,Riccardo De Filippis,1975,-1,"actor,writer,camera_department","tt1242773,tt8406750,tt1256623,tt36528937"
nm1096524,Jacob Estes,1972,-1,"writer,director,producer","tt0377091,tt1433207,tt21057454,tt6803212"
nm10971517,Husband Roger,-1,-1,\N,tt10010950
nm1097152,Angelique Hanus,-1,-1,"miscellaneous,writer,script_department","tt0825283,tt3254928,tt5512872,tt0243508"
nm10971590,Yash Kadam,-1,-1,actor,"tt10025972,tt9680556,tt10028030,tt0375733"
nm10972007,Scarlet Blissand,-1,-1,\N,tt10086808
nm1097392,Marilyn Hyndman,-1,-1,"producer,director","tt9613978,tt9635678,tt9631176,tt27623834"
nm1097513,Sabah Al Jazaery,1955,-1,actress,"tt3084110,tt13281700,tt0104672,tt4969058"
nm1097681,Miklós Kapácsy,1965,-1,actor,"tt1486192,tt14813212,tt5099020,tt0303184"
nm1097855,Hiromi Kitagawa,-1,-1,actress,"tt1714813,tt8894398,tt0304833,tt1786619"
nm10978973,Justin Duvall,-1,-1,actor,tt10055284
nm10978974,S. Airon Ramsey,-1,-1,actor,tt10055284
nm10978976,McKensie Binau,-1,-1,actress,"tt10055284,tt12675576"
nm10978977,Sarah Burnett,-1,-1,actress,tt10055284
nm10979742,Pankaj Sapkale,-1,-1,editor,"tt10944622,tt22030318,tt10080996,tt22026996"
nm1098022,Jesper Kurlandsky,1977,-1,"producer,casting_director,composer","tt10064562,tt0300140,tt0269389,tt0203166"
nm10980226,Daria Lenda,-1,-1,actress,"tt34861381,tt10140912,tt30308372,tt34438701"
nm10980690,Michelle Cortez,-1,-1,"actress,production_department",tt10055284
nm1098369,Ross MacGibbon,1955,-1,"director,producer,editor","tt2147008,tt5219102,tt10384514,tt3415656"
nm1098377,Sam Macaroni,1975,2025,"actor,director,writer","tt35440137,tt3852250,tt2822494,tt4417456"
nm10985135,Nik Nowak,-1,-1,composer,tt10045136
nm10985136,Henrik Placht,-1,-1,\N,tt10045136
nm10985434,Ila Giroto,-1,-1,"casting_department,casting_director","tt10062650,tt15041266,tt3411572,tt29534685"
nm10986203,Yong-Man Ri,-1,-1,\N,tt10045136
nm10986204,Kyong-Chol Kim,-1,-1,\N,tt10045136
nm10986205,Chol-Hak Ham,-1,-1,\N,tt10045136
nm10986207,Won-Gyun Kim,-1,-1,\N,tt10045136
nm10986219,Anne Holländer,-1,-1,"writer,producer","tt12599952,tt10045136,tt8690762,tt13574668"
nm10987228,Matteo Ciotola,-1,-1,"assistant_director,casting_department,writer","tt12631620,tt10105850,tt18289386,tt15521050"
nm10988867,Yair Hizmi,-1,-1,writer,"tt10517426,tt10122392"
nm1098956,Franck Nakache,-1,-1,"editor,editorial_department,director","tt1285130,tt9379436,tt1065444,tt8956156"
nm10993880,Higia Ikeda,-1,-1,"miscellaneous,writer,producer","tt16427902,tt22459586,tt0884177,tt13354188"
nm10994425,Chantelle Jackson,-1,-1,actress,tt10116556
nm10995829,Avadh Mehta,-1,-1,"actor,writer,editor","tt37600149,tt10080996,tt36996895,tt15768122"
nm10996442,Melanie Aumann,-1,-1,actress,"tt10063580,tt7336284"
nm10998554,Chelsea Greenwood,-1,-1,"actress,make_up_department","tt15332622,tt13296032,tt13563520,tt14118090"
nm11005827,Dun He,-1,-1,"producer,miscellaneous","tt26441800,tt11306684,tt20854854,tt10097364"
nm11008919,Ajay,-1,-1,actor,tt10081116
nm11008921,Sri Bharath,-1,-1,actor,tt10081116
nm11008927,Devaki Aacharya,-1,-1,actress,"tt11189056,tt10081116"
nm11008946,Thaadi Sathi Babu,-1,-1,actor,tt10081116
nm11008959,Anjineyulu,-1,-1,actress,tt10081116
nm11008963,Anurag,-1,-1,actor,tt10081116
nm11008967,Vijaya Babu,-1,-1,actor,tt10081116
nm11010261,Josep Llorens i Artigas,-1,-1,archive_footage,\N
nm11011841,Luca Kemper,-1,-1,"camera_department,actor,sound_department","tt37674479,tt33030099,tt32244028,tt32310627"
nm11011877,Gyura Simon,-1,-1,actor,tt10137324
nm11013319,Karin Eberhard,-1,-1,\N,tt10011296
nm11013320,Petronella Vaarzon-Morel,-1,-1,\N,tt10011296
nm11013321,Glenn Morrison,-1,-1,\N,tt10011296
nm11013322,Michael Liddle Pula,-1,-1,\N,tt10011296
nm11013323,Marcus Wheeler,-1,-1,\N,"tt10011296,tt13729074"
nm11013324,Shaun Angeles Penange,-1,-1,\N,tt10011296
nm11015806,Kenan Ali,-1,-1,"actor,stunts",tt10126136
nm11017656,WeiYu Sun,-1,-1,"assistant_director,camera_department,producer","tt11040826,tt11040926,tt11028660,tt10005622"
nm11021164,Joey Nicotra,-1,-1,"cinematographer,camera_department,director","tt10078886,tt13648014,tt16527824,tt4836768"
nm11021927,Malgorzata Jasinowska,-1,-1,casting_director,tt10052290
nm1102301,Tetsushi Tanaka,1966,-1,actor,"tt0123948,tt2331143,tt10737918,tt2581662"
nm11023643,Megha Chowdhury,-1,-1,actress,"tt35946578,tt14773928,tt10763826,tt15196178"
nm11023734,Sri Muktha,-1,-1,actress,tt10081210
nm11023735,Bharani Shankar,-1,-1,actor,"tt21248674,tt13306898,tt10081210,tt32424592"
nm1102532,Dorien Davies,-1,-1,"actress,casting_director,writer","tt1950264,tt1308728,tt1682940,tt5235950"
nm1102675,Tisa Key,-1,-1,"writer,director,producer","tt10101706,tt15398824,tt1358662,tt26822703"
nm11027703,Vaidhhy,-1,-1,composer,"tt10081210,tt13979126"
nm11030123,Ramon Palau Pons,-1,-1,"editor,sound_department","tt10101806,tt12025422"
nm1103781,Arnold Messer,-1,-1,"producer,executive","tt0947798,tt0443706,tt1130884,tt0382992"
nm11037974,Derrick Neil Spruill,-1,-1,"cinematographer,director,editor","tt16960032,tt9472334,tt14633464,tt28070202"
nm11041532,Yasutaka Nakamura,-1,-1,composer,tt10052928
nm11042517,Pia Unützer,-1,-1,actor,tt10102818
nm11045015,Tolga Aydin,-1,-1,"writer,miscellaneous,production_designer","tt22727518,tt14878948,tt18253100,tt10045434"
nm11046471,Marc Aronson,-1,-1,\N,tt10003978
nm11046472,Nathan Englander,-1,-1,producer,"tt13685650,tt10003978,tt1191056,tt1025770"
nm11046790,Duy Joseph,-1,-1,"editor,actor,director","tt10384130,tt6027782,tt32552574,tt13776520"
nm1105038,Lila Downs,1968,-1,"actress,composer,music_department","tt0120679,tt2193215,tt7599146,tt0473188"
nm11050516,Dan Gellert,-1,-1,actor,tt10071352
nm11050517,Amy Cogan Clay,-1,-1,"actor,producer,miscellaneous",tt10071352
nm11052953,Simon Garan,-1,-1,"director,producer","tt10121610,tt0196301"
nm1105393,Gail Huddleson,-1,-1,"editor,cinematographer,editorial_department","tt1244646,tt1421383,tt1463408,tt11007470"
nm1105437,Anup Jalota,1953,-1,"music_artist,music_department,actor","tt0302955,tt0373778,tt0247915,tt0082314"
nm11054889,Cindy Casey,-1,-1,\N,"tt3141172,tt10146070"
nm11054890,Steven R. Feldman,-1,-1,\N,tt10146070
nm11054891,Harry Quinn Schone,-1,-1,\N,tt10146070
nm1105618,Dilip Kotalgi,-1,-1,"editor,editorial_department","tt0104561,tt0151150,tt0172574,tt0220596"
nm11057019,Hemanth Karthik,-1,-1,director,tt10081238
nm11059200,Olivia Mendiharat,-1,-1,actress,tt10063548
nm11061356,Zhang Lei,-1,-1,producer,tt10097364
nm1106162,Hasnul Rahmat,-1,-1,"actor,director,writer","tt0296030,tt9221238,tt11202174,tt1693032"
nm11062491,Stuart Cherney,-1,-1,actor,"tt10081728,tt14236074"
nm11062498,Tasha Boehm,-1,-1,"actress,producer",tt10081728
nm11062500,Jenna Barbieri,-1,-1,actress,tt10081728
nm11062501,Emma Bloch,-1,-1,actress,tt10081728
nm11062587,Mridula Vijay,-1,-1,actress,"tt10050686,tt12874510,tt12319278,tt12100612"
nm11065685,Yi Fang,-1,-1,cinematographer,"tt15487848,tt10121894"
nm11066550,Rani Pyne,-1,-1,actress,tt10039354
nm1106767,Davi de Oliveira Pinheiro,1979,-1,"producer,writer,director","tt1075642,tt4774130,tt2298056,tt1369581"
nm1107001,Anthony Mackie,1978,-1,"actor,producer,director","tt0887912,tt1843866,tt1385826,tt3498820"
nm11070790,Anatoliy Kontush,-1,-1,\N,tt10140532
nm11070791,Mikhail Kontush,-1,-1,\N,tt10140532
nm1107097,Matthias Scherwenikas,1971,-1,"actor,miscellaneous","tt3682448,tt20048582,tt0473042,tt1823748"
nm11071543,Paul Cohen,-1,-1,"music_department,soundtrack",tt10064596
nm11072592,Kate Coulson,-1,-1,"actress,writer","tt11157178,tt10066560"
nm1107371,Enigma,1957,-1,"composer,actor,producer","tt0113845,tt0160127,tt0108162,tt0942385"
nm1107446,Hal Cosec,-1,-1,"actor,miscellaneous,executive","tt0144604,tt3118442,tt10117046,tt4924538"
nm11074713,Keenan Israel,-1,-1,actor,tt10068716
nm11077854,Yue Guan,-1,-1,actress,"tt32991526,tt3720058,tt31851119,tt31796720"
nm11078562,Miroslav Rác,-1,-1,composer,tt10118112
nm11078563,Michal Pawlik,-1,-1,editor,tt10118112
nm11079818,Yinka Olorunnife,-1,-1,"actress,producer,director","tt0887261,tt21832884,tt18283280,tt9475632"
nm1108282,K. Ajayakumar,-1,-1,director,"tt0305811,tt21137264,tt1579637"
nm1108319,Kofi Annan,1938,2018,archive_footage,"tt0189246,tt0247880,tt0495103,tt9837578"
nm11083601,Frank Haubold Jr.,-1,-1,"editor,director,producer","tt11286018,tt10879290,tt3425214,tt12792158"
nm11086820,Kevin Mehta,-1,-1,"actor,assistant_director","tt10080996,tt10778722"
nm11087465,Jyoti Bhardwaj,-1,-1,actress,"tt10010814,tt11189240"
nm11087571,Michael Llewelyn Barker,-1,-1,"composer,music_department","tt27551808,tt28626604,tt12420174,tt15429212"
nm1108946,Jean des Forêts,1976,-1,"producer,actor,assistant_director","tt19121072,tt29477523,tt4954522,tt13282344"
nm1109126,Rodrigo Fiallega,1979,-1,"visual_effects,director,writer","tt9010626,tt1229238,tt2333784,tt2302755"
nm11092343,Kristiyan Iliev,-1,-1,actor,"tt6794990,tt11082146,tt9313886,tt6144460"
nm11093468,Steven Reilly,-1,-1,composer,tt10021582
nm11095244,Himaja,-1,-1,actress,"tt12827352,tt10081210"
nm11095382,Pradip Harsora,-1,-1,actor,"tt10080996,tt35855725,tt15768122"
nm1109748,Ryûto Kondô,-1,-1,"cinematographer,camera_department","tt8075192,tt23736044,tt20251822,tt2763746"
nm11098699,Mia Diduch,-1,-1,actress,tt10129040
nm1110912,Soi Cheang,1972,-1,"actor,director,producer","tt20316748,tt0352420,tt0819765,tt14032696"
nm1111198,Ian Veneracion,1975,-1,"actor,soundtrack","tt25147662,tt10044182,tt0410945,tt0486820"
nm11112164,Bing Jia,-1,-1,"actor,director","tt30461072,tt26235088,tt13917134,tt34970423"
nm1111562,Eric Dickerson,1960,-1,"actor,archive_footage","tt6111130,tt0395843,tt0790804,tt0416891"
nm11118464,Anna Konopicky,-1,-1,"actress,production_department,production_designer","tt10092362,tt13020660"
nm11122627,Qiang Shi,-1,-1,actor,"tt6908536,tt13666284,tt7362036,tt32741571"
nm11124402,Sally Andrews,-1,-1,casting_director,tt10121372
nm1112548,Johannes Naber,1971,-1,"camera_department,director,writer","tt1670630,tt2723240,tt10051088,tt0844457"
nm1112672,Ann Bernier,-1,-1,"producer,production_manager,actress","tt10011682,tt11736782,tt5754510,tt0329088"
nm11128559,Liu Bo,-1,-1,"producer,miscellaneous","tt10097544,tt10494006,tt10074486"
nm1112862,Kevin Indio Copeland,-1,-1,"actor,stunts,music_department","tt10047958,tt3580692,tt1759690,tt2544734"
nm11130177,Keyin Lou,-1,-1,"composer,director,writer","tt11426518,tt10057796"
nm1113096,Jeff McDonald,-1,-1,"actor,director,producer","tt10005622,tt14642000,tt2607748,tt0426440"
nm11131582,Grindhead Jim Deabenderfer,-1,-1,actor,"tt10827142,tt10035194"
nm1113221,Christopher Collins,-1,-1,"producer,camera_department,director","tt2845786,tt0475900,tt2510616,tt0306306"
nm1113477,Alisa Besher,1985,-1,actress,"tt0193365,tt0143081,tt4318810,tt10132874"
nm1113655,Georgi Chelebiev,1976,-1,"cinematographer,camera_department,actor","tt13492092,tt16294850,tt12961718,tt4211022"
nm1113833,Jeremiah Domingo,-1,-1,"editor,editorial_department,sound_department","tt1056056,tt10965328,tt6900584,tt10111222"
nm11139285,Lyublyana Fenchak,-1,-1,actress,"tt16088624,tt33385168,tt10014838,tt15576730"
nm1114034,Sergei Gavrilyuk,1962,-1,"actor,writer","tt15408478,tt0151186,tt10126780,tt5311168"
nm1114080,Juan González Guerrero,-1,-1,"cinematographer,camera_department","tt1849834,tt3156000,tt0379976,tt0307596"
nm11142326,Steffan Bauer,-1,-1,production_designer,tt10137324
nm11142777,Nityashree Dnyanlaxmi,-1,-1,actress,"tt10038002,tt11492852,tt38589396"
nm11143735,Kimberly Broome,-1,-1,actress,tt10111580
nm1114974,Christina Piovesan,-1,-1,"producer,executive,miscellaneous","tt0896872,tt10365998,tt3319920,tt1190858"
nm1115103,Allen Theosky Rowe,-1,-1,"actor,miscellaneous,casting_director","tt5039992,tt9742936,tt2402207,tt1600194"
nm11151479,Mishika Kheni,-1,-1,actress,tt10080996
nm11151746,Sarah Stewart,-1,-1,"producer,director,writer","tt10059438,tt38687255,tt13863310,tt14039676"
nm11154156,M.R. Prahast,-1,-1,"composer,director,writer","tt11612144,tt32525026,tt11802036,tt26997960"
nm11154696,Nurul Salajuddin,-1,-1,"writer,script_department,actor","tt10017566,tt6287614,tt3045742,tt6145190"
nm1116133,Claire Doyon,-1,-1,"writer,director,actress","tt15132738,tt5046128,tt0339305,tt2356424"
nm11162725,Greta Hubert,-1,-1,actress,"tt10084688,tt9208214"
nm1116393,Miles Barken,-1,-1,"editor,producer,editorial_department","tt2555880,tt8623162,tt1414349,tt32324568"
nm1116986,Paul Young,-1,-1,"producer,manager,writer","tt4139124,tt2300975,tt1489889,tt1285309"
nm11170445,Meka Rukmini,-1,-1,actor,"tt16176568,tt10081202"
nm11170446,K. Prasanna,-1,-1,actor,tt10081202
nm11170447,Vijay J. Anand,-1,-1,cinematographer,tt10081202
nm11170449,Teja Yarramsetti,-1,-1,editor,tt10081202
nm11170450,Satyajith Suggu,-1,-1,"assistant_director,editor","tt8269248,tt27235882,tt10081202,tt23809778"
nm11172370,Sangeeta Duttaa,-1,-1,actress,tt10017956
nm11172379,Sandipa Das,-1,-1,actress,tt10017956
nm11172382,Riam Biswas,-1,-1,actor,tt10017956
nm1117292,Akira Nobi,-1,-1,"director,writer,cinematographer","tt15028638,tt3763830,tt12077216,tt0307432"
nm11175200,Matilda Kimber,-1,-1,actress,"tt0293429,tt15237026"
nm11175225,Arya Devi,-1,-1,actress,"tt11379468,tt10055774"
nm1117581,Nicolas Brevière,-1,-1,"producer,director,writer","tt0310009,tt3431798,tt1620896,tt0459732"
nm11175954,Eva Hurley,-1,-1,actress,"tt10005250,tt13092308"
nm1117676,Fernanda Carvalho Leite,1974,-1,actress,"tt2153980,tt2311460,tt0327451,tt3548874"
nm1117787,Oscar Copp,1989,-1,actor,"tt2177771,tt19895588,tt0307538,tt5157682"
nm11178869,Jatin Inamdar,-1,-1,actor,tt10127302
nm11178870,Yogesh Iratkar,-1,-1,actor,"tt10127302,tt19864782"
nm11178907,Viru Patil,-1,-1,cinematographer,tt10127302
nm11180034,Mary Álvarez del Burgo,-1,-1,\N,tt10081428
nm11180035,Paula Trini,-1,-1,\N,tt10081428
nm11180036,Laura Torvisco,-1,-1,\N,tt10081428
nm11186472,Demolition Davies,-1,-1,actor,"tt10012854,tt10351490,tt9867366,tt9833150"
nm1118698,Luka Kuncevic,1973,-1,"composer,sound_department,music_department","tt1047839,tt5132854,tt10526714,tt4568478"
nm1118835,Faustas Latenas,1956,2020,"composer,music_department,soundtrack","tt10017454,tt0337383,tt0414261,tt0307217"
nm11191683,Omar Jabali,-1,-1,actor,tt10111746
nm11193676,Yû Futami,-1,-1,actor,"tt34974599,tt10086754,tt20425898"
nm11194583,Sir Priya,-1,-1,actress,tt10108708
nm11196526,Sasha Georgette,-1,-1,actress,tt10037934
nm11196527,Faris Husari,-1,-1,actor,tt10111746
nm11196531,Izz Jabari,-1,-1,actor,tt10111746
nm11196532,Sari Bisharat,-1,-1,actor,"tt5022872,tt10111746"
nm1119880,Colin Trevorrow,1976,-1,"producer,writer,director","tt1862079,tt0369610,tt8041270,tt4572792"
nm11208008,Charmaine Bourton,-1,-1,writer,tt10066560
nm11208010,Jeanne Lynn Harris,-1,-1,writer,tt10066560
nm11208014,Therese Boudreaux,-1,-1,writer,tt10066560
nm11208015,Nuria Calucho,-1,-1,writer,tt10066560
nm11208018,Mike Burrett,-1,-1,writer,tt10066560
nm11208311,Steven Bull,-1,-1,composer,tt10066560
nm11216191,Mehdi Aliyev,-1,-1,actor,tt10004944
nm11217656,Anton Rival,1991,-1,"actor,producer,writer","tt18337078,tt19380376,tt10892304,tt36980750"
nm11217674,Monee Phillips,-1,-1,actress,"tt15785792,tt28002547,tt37337478,tt15089900"
nm11217727,Ivan Vasilevsky,-1,-1,actor,"tt23665980,tt13326978,tt10007268"
nm11217728,Yevgeni Berezin,-1,-1,actor,"tt12094452,tt10007268"
nm11217729,Sergey Kuanshaliyev,-1,-1,actor,tt10007268
nm11217730,Maksim Munkhoyev,-1,-1,actor,tt10007268
nm11217731,Aleksandr Matukhno,-1,-1,cinematographer,"tt10007268,tt33038084,tt19471402"
nm1122018,Nathan Buckley,1972,-1,archive_footage,"tt37979652,tt2013911,tt0329830,tt10010368"
